date,home,away,home_goals,away_goals
2021-01-30,Real Madrid,Levante,1,2
2021-01-30,Eibar,Sevilla,0,2
2021-01-31,Cadiz,Atletico de Madrid,2,4
2021-01-31,Getafe,Alaves,0,0
2021-01-31,Barcelona,Atletico de Bilbao,2,1
2021-01-31,Granada,Celta,0,0
2021-02-01,Betis,Osasuna,1,0
2021-02-05,Alaves,Valladolid,1,0
2021-02-06,Huesca,Real Madrid,1,2
2021-02-06,Levante,Granada,2,2
2021-02-06,Sevilla,Getafe,3,0
2021-02-06,Elche,Villarreal,2,2
2021-02-07,Betis,Barcelona,2,3
2021-02-07,Osasuna,Eibar,2,1
2021-02-07,Real Sociedad,Cadiz,4,1
2021-02-07,Atletico de Bilbao,Valencia,1,1
2021-02-08,Atletico de Madrid,Celta,2,2
2021-02-09,Real Madrid,Getafe,2,0
2021-02-12,Celta,Elche,3,1
2021-02-13,Eibar,Valladolid,1,1
2021-02-13,Granada,Atletico de Madrid,1,2
2021-02-13,Sevilla,Huesca,1,0
2021-02-13,Barcelona,Alaves,5,1
2021-02-14,Villarreal,Betis,1,2
2021-02-14,Getafe,Real Sociedad,0,1
2021-02-14,Real Madrid,Valencia,2,0
2021-02-14,Levante,Osasuna,0,1
2021-02-15,Cadiz,Atletico de Bilbao,0,4
2021-02-17,Levante,Atletico de Madrid,1,1
2021-02-19,Betis,Getafe,1,0
2021-02-20,Elche,Eibar,1,0
2021-02-20,Valencia,Celta,2,0
2021-02-20,Valladolid,Real Madrid,0,1
2021-02-20,Atletico de Madrid,Levante,0,2
2021-02-21,Atletico de Bilbao,Villarreal,1,1
2021-02-21,Huesca,Granada,3,2
2021-02-21,Barcelona,Cadiz,1,1
2021-02-21,Real Sociedad,Alaves,4,0
2021-02-22,Osasuna,Sevilla,0,2
2021-02-24,Barcelona,Elche,3,0
2021-02-26,Levante,Atletico de Bilbao,1,1
2021-02-27,Alaves,Osasuna,0,1
2021-02-27,Sevilla,Barcelona,0,2
2021-02-27,Getafe,Valencia,3,0
2021-02-27,Eibar,Huesca,1,1
2021-02-28,Celta,Valladolid,1,1
2021-02-28,Cadiz,Betis,0,1
2021-02-28,Granada,Elche,2,1
2021-02-28,Villarreal,Atletico de Madrid,0,2
2021-03-01,Real Madrid,Real Sociedad,1,1
2021-03-05,Valencia,Villarreal,2,1
2021-03-06,Elche,Sevilla,2,1
2021-03-06,Cadiz,Eibar,1,0
2021-03-06,Osasuna,Barcelona,0,2
2021-03-06,Valladolid,Getafe,2,1
2021-03-07,Huesca,Celta,3,4
2021-03-07,Real Sociedad,Levante,1,0
2021-03-07,Atletico de Madrid,Real Madrid,1,1
2021-03-07,Atletico de Bilbao,Granada,2,1
2021-03-08,Betis,Alaves,3,2
2021-03-10,Atletico de Madrid,Atletico de Bilbao,2,1
2021-03-12,Levante,Valencia,1,0
2021-03-13,Alaves,Cadiz,1,1
2021-03-13,Real Madrid,Elche,2,1
2021-03-13,Osasuna,Valladolid,0,0
2021-03-13,Getafe,Atletico de Madrid,0,0
2021-03-14,Eibar,Villarreal,1,3
2021-03-14,Celta,Atletico de Bilbao,0,0
2021-03-14,Granada,Real Sociedad,1,0
2021-03-14,Sevilla,Betis,1,0
2021-03-15,Barcelona,Huesca,4,1
2021-03-17,Sevilla,Elche,2,0
2021-03-19,Betis,Levante,2,0
2021-03-20,Atletico de Bilbao,Eibar,1,1
2021-03-20,Valladolid,Sevilla,1,1
2021-03-20,Celta,Real Madrid,1,3
2021-03-20,Huesca,Osasuna,0,0
2021-03-21,Atletico de Madrid,Alaves,1,0
2021-03-21,Real Sociedad,Barcelona,1,6
2021-03-21,Valencia,Granada,2,1
2021-03-21,Villarreal,Cadiz,2,1
2021-03-21,Getafe,Elche,1,1
2021-04-02,Levante,Huesca,0,2
2021-04-03,Real Madrid,Eibar,2,0
2021-04-03,Osasuna,Getafe,0,0
2021-04-03,Granada,Villarreal,0,3
2021-04-04,Cadiz,Valencia,2,1
2021-04-04,Sevilla,Atletico de Madrid,1,0
2021-04-04,Elche,Betis,1,1
2021-04-04,Alaves,Celta,1,3
2021-04-05,Barcelona,Valladolid,1,0
2021-04-07,Real Sociedad,Atletico de Bilbao,1,1
2021-04-09,Huesca,Elche,3,1
2021-04-10,Real Madrid,Barcelona,2,1
2021-04-10,Eibar,Levante,0,1
2021-04-10,Atletico de Bilbao,Alaves,0,0
2021-04-10,Getafe,Cadiz,0,1
2021-04-11,Valladolid,Granada,1,2
2021-04-11,Villarreal,Osasuna,1,2
2021-04-11,Betis,Atletico de Madrid,1,1
2021-04-11,Valencia,Real Sociedad,2,2
2021-04-12,Celta,Sevilla,3,4
2021-04-18,Cadiz,Celta,0,0
2021-04-18,Atletico de Madrid,Eibar,5,0
2021-04-18,Getafe,Real Madrid,0,0
2021-04-18,Betis,Valencia,2,2
2021-04-18,Alaves,Huesca,1,0
2021-04-18,Osasuna,Elche,2,0
2021-04-18,Real Sociedad,Sevilla,1,2
2021-04-18,Levante,Villarreal,1,5
2021-04-21,Elche,Valladolid,1,1
2021-04-21,Osasuna,Valencia,3,1
2021-04-21,Levante,Sevilla,0,1
2021-04-21,Cadiz,Real Madrid,0,3
2021-04-21,Betis,Atletico de Bilbao,0,0
2021-04-21,Alaves,Villarreal,2,1
2021-04-22,Atletico de Madrid,Huesca,2,0
2021-04-22,Barcelona,Getafe,5,2
2021-04-22,Granada,Eibar,4,1
2021-04-22,Real Sociedad,Celta,2,1
2021-04-24,Elche,Levante,1,0
2021-04-24,Valencia,Alaves,1,1
2021-04-24,Valladolid,Cadiz,1,1
2021-04-24,Real Madrid,Betis,0,0
2021-04-25,Huesca,Getafe,0,2
2021-04-25,Villarreal,Barcelona,1,2
2021-04-25,Sevilla,Granada,2,1
2021-04-25,Celta,Osasuna,2,1
2021-04-25,Atletico de Bilbao,Atletico de Madrid,2,1
2021-04-26,Eibar,Real Sociedad,0,1
2021-04-28,Atletico de Bilbao,Valladolid,2,2
2021-04-29,Barcelona,Granada,1,2
2021-04-30,Celta,Levante,2,0
2021-05-01,Real Madrid,Osasuna,2,0
2021-05-01,Elche,Atletico de Madrid,0,1
2021-05-01,Eibar,Alaves,3,0
2021-05-01,Huesca,Real Sociedad,1,0
2021-05-02,Granada,Cadiz,0,1
2021-05-02,Valencia,Barcelona,2,3
2021-05-02,Villarreal,Getafe,1,0
2021-05-02,Valladolid,Betis,1,1
2021-05-03,Sevilla,Atletico de Bilbao,0,1
2021-05-07,Real Sociedad,Elche,2,0
2021-05-08,Alaves,Levante,2,2
2021-05-08,Atletico de Bilbao,Osasuna,2,2
2021-05-08,Cadiz,Huesca,2,1
2021-05-08,Barcelona,Atletico de Madrid,0,0
2021-05-09,Villarreal,Celta,2,4
2021-05-09,Real Madrid,Sevilla,2,2
2021-05-09,Valencia,Valladolid,3,0
2021-05-09,Getafe,Eibar,0,1
2021-05-10,Betis,Granada,2,1
2021-05-11,Levante,Barcelona,3,3
2021-05-11,Osasuna,Cadiz,3,2
2021-05-11,Elche,Alaves,0,2
2021-05-12,Atletico de Madrid,Real Sociedad,2,1
2021-05-12,Sevilla,Valencia,1,0
2021-05-12,Celta,Getafe,1,0
2021-05-12,Huesca,Atletico de Bilbao,1,0
2021-05-13,Eibar,Betis,1,1
2021-05-13,Valladolid,Villarreal,0,2
2021-05-13,Granada,Real Madrid,1,4
2021-05-16,Atletico de Madrid,Osasuna,2,1
2021-05-16,Villarreal,Sevilla,4,0
2021-05-16,Valencia,Eibar,4,1
2021-05-16,Alaves,Granada,4,2
2021-05-16,Atletico de Bilbao,Real Madrid,0,1
2021-05-16,Barcelona,Celta,1,2
2021-05-16,Betis,Huesca,1,0
2021-05-16,Getafe,Levante,2,1
2021-05-16,Cadiz,Elche,1,3
2021-05-16,Real Sociedad,Valladolid,4,1
2021-05-21,Levante,Cadiz,2,2
2021-05-22,Elche,Atletico de Bilbao,2,0
2021-05-22,Valladolid,Atletico de Madrid,1,2
2021-05-22,Real Madrid,Villarreal,2,1
2021-05-22,Osasuna,Real Sociedad,0,1
2021-05-22,Huesca,Valencia,0,0
2021-05-22,Eibar,Barcelona,0,1
2021-05-22,Celta,Betis,2,3
2021-05-23,Sevilla,Alaves,1,0
2021-05-23,Granada,Getafe,0,0
2021-08-13,Valencia,Getafe,1,0
2021-08-14,Alaves,Real Madrid,1,4
2021-08-14,Cadiz,Levante,1,1
2021-08-14,Mallorca,Betis,1,1
2021-08-14,Osasuna,Espanol,0,0
2021-08-15,Barcelona,Real Sociedad,4,2
2021-08-15,Sevilla,Rayo Vallecano,3,0
2021-08-15,Celta,Atletico de Madrid,1,2
2021-08-16,Elche,Atletico de Bilbao,0,0
2021-08-16,Villarreal,Granada,0,0
2021-08-20,Betis,Cadiz,1,1
2021-08-21,Alaves,Mallorca,0,1
2021-08-21,Atletico de Bilbao,Barcelona,1,1
2021-08-21,Granada,Valencia,1,1
2021-08-21,Espanol,Villarreal,0,0
2021-08-22,Atletico de Madrid,Elche,1,0
2021-08-22,Levante,Real Madrid,3,3
2021-08-22,Real Sociedad,Rayo Vallecano,1,0
2021-08-23,Getafe,Sevilla,0,1
2021-08-23,Osasuna,Celta,0,0
2021-08-27,Valencia,Alaves,3,0
2021-08-27,Mallorca,Espanol,1,0
2021-08-28,Elche,Sevilla,1,1
2021-08-28,Real Sociedad,Levante,1,0
2021-08-28,Celta,Atletico de Bilbao,0,1
2021-08-28,Betis,Real Madrid,0,1
2021-08-29,Cadiz,Osasuna,2,3
2021-08-29,Rayo Vallecano,Granada,4,0
2021-08-29,Atletico de Madrid,Villarreal,2,2
2021-08-29,Barcelona,Getafe,2,1
2021-09-11,Atletico de Bilbao,Mallorca,2,0
2021-09-11,Levante,Rayo Vallecano,1,1
2021-09-12,Espanol,Atletico de Madrid,1,2
2021-09-12,Cadiz,Real Sociedad,0,2
2021-09-12,Real Madrid,Celta,5,2
2021-09-12,Osasuna,Valencia,1,4
2021-09-13,Getafe,Elche,0,1
2021-09-13,Granada,Betis,1,2
2021-09-17,Celta,Cadiz,1,2
2021-09-18,Elche,Levante,1,1
2021-09-18,Atletico de Madrid,Atletico de Bilbao,0,0
2021-09-18,Rayo Vallecano,Getafe,3,0
2021-09-18,Alaves,Osasuna,0,2
2021-09-19,Betis,Espanol,2,2
2021-09-19,Real Sociedad,Sevilla,0,0
2021-09-19,Valencia,Real Madrid,1,2
2021-09-19,Mallorca,Villarreal,0,0
2021-09-20,Barcelona,Granada,1,1
2021-09-21,Atletico de Bilbao,Rayo Vallecano,1,2
2021-09-21,Levante,Celta,0,2
2021-09-21,Getafe,Atletico de Madrid,1,2
2021-09-22,Villarreal,Elche,4,1
2021-09-22,Real Madrid,Mallorca,6,1
2021-09-22,Sevilla,Valencia,3,1
2021-09-22,Espanol,Alaves,1,0
2021-09-23,Cadiz,Barcelona,0,0
2021-09-23,Granada,Real Sociedad,2,3
2021-09-23,Osasuna,Betis,1,3
2021-09-25,Valencia,Atletico de Bilbao,1,1
2021-09-25,Alaves,Atletico de Madrid,1,0
2021-09-25,Real Madrid,Villarreal,0,0
2021-09-25,Sevilla,Espanol,2,0
2021-09-26,Real Sociedad,Elche,1,0
2021-09-26,Betis,Getafe,2,0
2021-09-26,Rayo Vallecano,Cadiz,3,1
2021-09-26,Barcelona,Levante,3,0
2021-09-26,Mallorca,Osasuna,2,3
2021-09-27,Celta,Granada,1,0
2021-10-01,Atletico de Bilbao,Alaves,1,0
2021-10-02,Atletico de Madrid,Barcelona,2,0
2021-10-02,Mallorca,Levante,1,0
2021-10-02,Osasuna,Rayo Vallecano,1,0
2021-10-02,Cadiz,Valencia,0,0
2021-10-03,Espanol,Real Madrid,2,1
2021-10-03,Getafe,Real Sociedad,1,1
2021-10-03,Elche,Celta,1,0
2021-10-03,Villarreal,Betis,2,0
2021-10-03,Granada,Sevilla,1,0
2021-10-16,Levante,Getafe,0,0
2021-10-16,Real Sociedad,Mallorca,1,0
2021-10-17,Celta,Sevilla,0,1
2021-10-17,Villarreal,Osasuna,1,2
2021-10-17,Barcelona,Valencia,3,1
2021-10-17,Rayo Vallecano,Elche,2,1
2021-10-18,Espanol,Cadiz,2,0
2021-10-18,Alaves,Betis,0,1
2021-10-22,Osasuna,Granada,1,1
2021-10-23,Valencia,Mallorca,2,2
2021-10-23,Cadiz,Alaves,0,2
2021-10-23,Elche,Espanol,2,2
2021-10-23,Atletico de Bilbao,Villarreal,2,1
2021-10-24,Betis,Rayo Vallecano,3,2
2021-10-24,Atletico de Madrid,Real Sociedad,2,2
2021-10-24,Barcelona,Real Madrid,1,2
2021-10-24,Sevilla,Levante,5,3
2021-10-25,Getafe,Celta,0,3
2021-10-26,Alaves,Elche,1,0
2021-10-26,Villarreal,Cadiz,3,3
2021-10-26,Espanol,Atletico de Bilbao,1,1
2021-10-27,Mallorca,Sevilla,1,1
2021-10-27,Real Madrid,Osasuna,0,0
2021-10-27,Betis,Valencia,4,1
2021-10-27,Rayo Vallecano,Barcelona,1,0
2021-10-28,Celta,Real Sociedad,0,2
2021-10-28,Granada,Getafe,1,1
2021-10-28,Levante,Atletico de Madrid,2,2
2021-10-30,Barcelona,Alaves,1,1
2021-10-30,Valencia,Villarreal,2,0
2021-10-30,Elche,Real Madrid,1,2
2021-10-30,Sevilla,Osasuna,2,0
2021-10-31,Real Sociedad,Atletico de Bilbao,1,1
2021-10-31,Cadiz,Mallorca,1,1
2021-10-31,Getafe,Espanol,2,1
2021-10-31,Atletico de Madrid,Betis,3,0
2021-11-01,Levante,Granada,0,3
2021-11-01,Rayo Vallecano,Celta,0,0
2021-11-05,Atletico de Bilbao,Cadiz,0,1
2021-11-06,Espanol,Granada,2,0
2021-11-06,Alaves,Levante,2,1
2021-11-06,Real Madrid,Rayo Vallecano,2,1
2021-11-06,Celta,Barcelona,3,3
2021-11-07,Mallorca,Elche,2,2
2021-11-07,Betis,Sevilla,0,2
2021-11-07,Osasuna,Real Sociedad,0,2
2021-11-07,Valencia,Atletico de Madrid,3,3
2021-11-07,Villarreal,Getafe,1,0
2021-11-19,Levante,Atletico de Bilbao,0,0
2021-11-20,Sevilla,Alaves,2,2
2021-11-20,Atletico de Madrid,Osasuna,1,0
2021-11-20,Celta,Villarreal,1,1
2021-11-20,Barcelona,Espanol,1,0
2021-11-21,Real Sociedad,Valencia,0,0
2021-11-21,Elche,Betis,0,3
2021-11-21,Granada,Real Madrid,1,4
2021-11-21,Getafe,Cadiz,4,0
2021-11-22,Rayo Vallecano,Mallorca,3,1
2021-11-26,Atletico de Bilbao,Granada,2,2
2021-11-27,Alaves,Celta,1,2
2021-11-27,Valencia,Rayo Vallecano,1,1
2021-11-27,Mallorca,Getafe,0,0
2021-11-27,Villarreal,Barcelona,1,3
2021-11-28,Betis,Levante,3,1
2021-11-28,Cadiz,Atletico de Madrid,1,4
2021-11-28,Real Madrid,Sevilla,2,1
2021-11-28,Espanol,Real Sociedad,1,0
2021-11-29,Osasuna,Elche,1,1
2021-12-01,Real Madrid,Atletico de Bilbao,1,0
2021-12-03,Granada,Alaves,2,1
2021-12-04,Real Sociedad,Real Madrid,0,2
2021-12-04,Sevilla,Villarreal,1,0
2021-12-04,Barcelona,Betis,0,1
2021-12-04,Atletico de Madrid,Mallorca,1,2
2021-12-05,Celta,Valencia,1,2
2021-12-05,Rayo Vallecano,Espanol,1,0
2021-12-05,Levante,Osasuna,0,0
2021-12-05,Elche,Cadiz,3,1
2021-12-06,Getafe,Atletico de Bilbao,0,0
